GameID,Date,Team,Points,Home/Away,Win
156,"Mon, Nov 16, 2015",Portland Trail Blazers,80,Away,0
156,"Mon, Nov 16, 2015",San Antonio Spurs,93,Home,1
157,"Mon, Nov 16, 2015",Los Angeles Lakers,101,Away,0
157,"Mon, Nov 16, 2015",Phoenix Suns,120,Home,1
158,"Tue, Nov 17, 2015",Milwaukee Bucks,86,Away,0
158,"Tue, Nov 17, 2015",Washington Wizards,115,Home,1
159,"Tue, Nov 17, 2015",Atlanta Hawks,88,Away,0
159,"Tue, Nov 17, 2015",Brooklyn Nets,90,Home,1
160,"Tue, Nov 17, 2015",Cleveland Cavaliers,99,Away,0
160,"Tue, Nov 17, 2015",Detroit Pistons,104,Home,1
161,"Tue, Nov 17, 2015",Minnesota Timberwolves,103,Away,1
161,"Tue, Nov 17, 2015",Miami Heat,91,Home,0
162,"Tue, Nov 17, 2015",Charlotte Hornets,94,Away,0
162,"Tue, Nov 17, 2015",New York Knicks,102,Home,1
163,"Tue, Nov 17, 2015",Denver Nuggets,115,Away,1
163,"Tue, Nov 17, 2015",New Orleans Pelicans,98,Home,0
164,"Tue, Nov 17, 2015",Toronto Raptors,110,Away,0
164,"Tue, Nov 17, 2015",Golden State Warriors,115,Home,1
165,"Wed, Nov 18, 2015",Brooklyn Nets,111,Away,0
165,"Wed, Nov 18, 2015",Charlotte Hornets,116,Home,1
166,"Wed, Nov 18, 2015",Minnesota Timberwolves,101,Away,0
166,"Wed, Nov 18, 2015",Orlando Magic,104,Home,1
167,"Wed, Nov 18, 2015",Indiana Pacers,112,Away,1
167,"Wed, Nov 18, 2015",Philadelphia 76ers,85,Home,0
168,"Wed, Nov 18, 2015",Dallas Mavericks,106,Away,1
168,"Wed, Nov 18, 2015",Boston Celtics,102,Home,0
169,"Wed, Nov 18, 2015",Sacramento Kings,97,Away,0
169,"Wed, Nov 18, 2015",Atlanta Hawks,103,Home,1
170,"Wed, Nov 18, 2015",Portland Trail Blazers,103,Away,0
170,"Wed, Nov 18, 2015",Houston Rockets,108,Home,1
171,"Wed, Nov 18, 2015",New Orleans Pelicans,103,Away,0
171,"Wed, Nov 18, 2015",Oklahoma City Thunder,110,Home,1
172,"Wed, Nov 18, 2015",Denver Nuggets,98,Away,0
172,"Wed, Nov 18, 2015",San Antonio Spurs,109,Home,1
173,"Wed, Nov 18, 2015",Toronto Raptors,89,Away,0
173,"Wed, Nov 18, 2015",Utah Jazz,93,Home,1
174,"Wed, Nov 18, 2015",Chicago Bulls,103,Away,1
174,"Wed, Nov 18, 2015",Phoenix Suns,97,Home,0
175,"Thu, Nov 19, 2015",Sacramento Kings,109,Away,0
175,"Thu, Nov 19, 2015",Miami Heat,116,Home,1
176,"Thu, Nov 19, 2015",Milwaukee Bucks,100,Away,0
176,"Thu, Nov 19, 2015",Cleveland Cavaliers,115,Home,1
177,"Thu, Nov 19, 2015",Golden State Warriors,124,Away,1
177,"Thu, Nov 19, 2015",Los Angeles Clippers,117,Home,0
178,"Fri, Nov 20, 2015",Philadelphia 76ers,88,Away,0
178,"Fri, Nov 20, 2015",Charlotte Hornets,113,Home,1
179,"Fri, Nov 20, 2015",Brooklyn Nets,95,Away,0
179,"Fri, Nov 20, 2015",Boston Celtics,120,Home,1
180,"Fri, Nov 20, 2015",Houston Rockets,84,Away,0
180,"Fri, Nov 20, 2015",Memphis Grizzlies,96,Home,1
181,"Fri, Nov 20, 2015",Detroit Pistons,96,Away,1
181,"Fri, Nov 20, 2015",Minnesota Timberwolves,86,Home,0
182,"Fri, Nov 20, 2015",San Antonio Spurs,90,Away,0
182,"Fri, Nov 20, 2015",New Orleans Pelicans,104,Home,1
183,"Fri, Nov 20, 2015",New York Knicks,93,Away,1
183,"Fri, Nov 20, 2015",Oklahoma City Thunder,90,Home,0
184,"Fri, Nov 20, 2015",Utah Jazz,93,Away,0
184,"Fri, Nov 20, 2015",Dallas Mavericks,102,Home,1
185,"Fri, Nov 20, 2015",Phoenix Suns,114,Away,1
185,"Fri, Nov 20, 2015",Denver Nuggets,107,Home,0
186,"Fri, Nov 20, 2015",Los Angeles Clippers,91,Away,0
186,"Fri, Nov 20, 2015",Portland Trail Blazers,102,Home,1
187,"Fri, Nov 20, 2015",Chicago Bulls,94,Away,0
187,"Fri, Nov 20, 2015",Golden State Warriors,106,Home,1
188,"Fri, Nov 20, 2015",Toronto Raptors,102,Away,1
188,"Fri, Nov 20, 2015",Los Angeles Lakers,91,Home,0
189,"Sat, Nov 21, 2015",Sacramento Kings,97,Away,1
189,"Sat, Nov 21, 2015",Orlando Magic,91,Home,0
190,"Sat, Nov 21, 2015",Milwaukee Bucks,86,Away,0
190,"Sat, Nov 21, 2015",Indiana Pacers,123,Home,1
191,"Sat, Nov 21, 2015",Atlanta Hawks,97,Away,0
191,"Sat, Nov 21, 2015",Cleveland Cavaliers,109,Home,1
192,"Sat, Nov 21, 2015",Washington Wizards,97,Away,1
192,"Sat, Nov 21, 2015",Detroit Pistons,95,Home,0
193,"Sat, Nov 21, 2015",New York Knicks,107,Away,1
193,"Sat, Nov 21, 2015",Houston Rockets,102,Home,0
194,"Sat, Nov 21, 2015",Philadelphia 76ers,91,Away,0
194,"Sat, Nov 21, 2015",Miami Heat,96,Home,1
195,"Sat, Nov 21, 2015",Memphis Grizzlies,82,Away,0
